VM0001,https://verra.org/methodology/vm0001-infrared-automatic-refrigerant-leak-detection-efficiency-project-methodology-v1-1/
VM0002,https://verra.org/methodology/vm0002-new-cogeneration-facilities-supplying-less-carbon-intensive-electricity-to-grid-and-or-hot-water-to-one-or-more-grid-customers-v1-0/
VM0003,https://verra.org/methodologies/vm0003-methodology-for-improved-forest-management-through-extension-of-rotation-age-v1-3/
VM0004,https://verra.org/methodologies/vm0004-methodology-for-conservation-projects-that-avoid-planned-land-use-conversion-in-peat-swamp-forests/
VM0005,https://verra.org/methodology/vm0005-methodology-for-conversion-of-low-productive-forest-to-high-productive-forest-v1-2/
VM0006,https://verra.org/methodology/vm0006-methodology-for-carbon-accounting-for-mosaic-and-landscape-scale-redd-projects-v2-2/
VM0007,https://verra.org/methodology/vm0007-redd-methodology-framework-redd-mf-v1-6/
VM0008,https://verra.org/methodology/vm0008-weatherization-of-single-family-and-multi-family-buildings-v1-1/
VM0009,https://verra.org/methodology/vm0009-methodology-for-avoided-ecosystem-conversion-v3-0/
VM0010,https://verra.org/methodology/vm0010-methodology-for-improved-forest-management-conversion-from-logged-to-protected-forest-v1-3/
VM0011,https://verra.org/methodology/vm0011-methodology-for-calculating-ghg-benefits-from-preventing-planned-degradation-v1-0/
VM0012,https://verra.org/methodology/vm0012-improved-forest-management-in-temperate-and-boreal-forests-ltpf-v1-2/
VM0013,https://verra.org/methodology/vm0013-calculating-emission-reductions-from-jet-engine-washing-v1-0/
VM0014,https://verra.org/methodology/vm0014-interception-and-destruction-of-fugitive-methane-from-coal-bed-methane-cbm-seeps-v1-0/
VM0015,https://verra.org/methodology/vm0015-methodology-for-avoided-unplanned-deforestation-v1-1/
VM0016,https://verra.org/methodology/vm0016-recovery-and-destruction-of-ozone-depleting-substances-ods-from-products-v1-1/
VM0018,https://verra.org/methodology/vm0018-energy-efficiency-and-solid-waste-diversion-activities-within-a-sustainable-community-v1-0/
VM0019,https://verra.org/methodology/vm0019-fuel-switch-from-gasoline-to-ethanol-in-flex-fuel-vehicle-fleets-v1-0/
VM0020,https://verra.org/methodology/vm0020-transport-energy-efficiency-from-lightweight-pallets-v1-0/
VM0022,https://verra.org/methodology/vm0022-quantifying-n2o-emissions-reductions-in-agricultural-crops-through-nitrogen-fertilizer-rate-reduction-v1-1/
VM0023,https://verra.org/methodology/vm0023-reduction-of-ghg-emissions-in-propylene-oxide-production-v1-0/
VM0024,https://verra.org/methodology/vm0024-methodology-for-coastal-wetland-creation-v1-0/
VM0025,https://verra.org/methodology/vm0025-campus-clean-energy-and-energy-efficiency-v1-0/
VM0026,https://verra.org/methodologies/vm0026-methodology-for-sustainable-grassland-management-sgm-v1-1/
VM0027,https://verra.org/methodology/vm0027-methodology-for-rewetting-drained-tropical-peatlands-v1-0/
VM0029,https://verra.org/methodology/vm0029-methodology-for-avoided-forest-degradation-through-fire-management-v1-0/
VM0030,https://verra.org/methodology/vm0030-methodology-for-pavement-application-using-sulphur-substitute-v1-0/
VM0031,https://verra.org/methodology/vm0031-methodology-for-precast-concrete-production-using-sulphur-substitute-v1-0/
VM0032,https://verra.org/methodology/vm0032-methodology-for-the-adoption-of-sustainable-grasslands-through-adjustment-of-fire-and-grazing-v1-0/
VM0033,https://verra.org/methodologies/vm0033-methodology-for-tidal-wetland-and-seagrass-restoration-v2-0/
VM0034,https://verra.org/methodologies/vm0034-canadian-forest-carbon-offset-methodology-v2-0-2/
VM0035,https://verra.org/methodology/vm0035-methodology-for-improved-forest-management-through-reduced-impact-logging-v1-0/
VM0036,https://verra.org/methodology/vm0036-methodology-for-rewetting-drained-temperate-peatlands-v1-0/
VM0037,https://verra.org/methodologies/vm0037-methodology-for-implementation-of-redd-activities-in-landscapes-affected-by-mosaic-deforestation-and-degradation-v1-0/
VM0038,https://verra.org/methodology/vm0038-methodology-for-electric-vehicle-charging-systems-v1-0/
VM0039,https://verra.org/methodologies/vm0039-methodology-for-use-of-foam-stabilized-base-and-emulsion-asphalt-mixtures-in-pavement-application-v1-0/
VM0041,https://verra.org/methodology/reduction-of-enteric-methane-emissions/
VM0042,https://verra.org/methodology/vm0042-methodology-for-improved-agricultural-land-management-v1-0/
VM0043,https://verra.org/methodologies/vm0043-methodology-for-co2-utilization-in-concrete-production/
VM0044,https://verra.org/methodology/vm0044-methodology-for-biochar-utilization-in-soil-and-non-soil-applications-v1-0/
VM0045,https://verra.org/methodologies/methodology-for-improved-forest-management/
VMR0001,https://verra.org/methodology/vmr0001-revisions-to-acm0008-to-include-pre-drainage-of-methane-from-an-active-open-cast-mine-as-a-methane-emission-reduction-activity-v1-0/
VMR0002,https://verra.org/methodology/vmr0002-revisions-to-acm0008-to-include-methane-capture-and-destruction-from-abandoned-coal-mines-v1-0/
VMR0003,https://verra.org/methodology/vmr0003-revisions-to-ams-iii-y-to-include-use-of-organic-bedding-material-v1-0/
VMR0004,https://verra.org/methodology/vmr0004-revisions-to-ams-iii-bc-to-include-mobile-machinery-v1-0/
VMR0005,https://verra.org/methodology/vmr0005-methodology-for-installation-of-low-flow-water-devices-v1-0/
VMR0006,https://verra.org/methodology/vmr0006-methodology-for-installation-of-high-efficiency-firewood-cookstoves/
VM0017,https://verra.org/methodology/vm0017-adoption-of-sustainable-agricultural-land-management-v1-0/
VM0021,https://verra.org/methodologies/vm0021-soil-carbon-quantification-methodology-v1-0/
VM0028,https://verra.org/methodologies/vm0028-methodology-carpooling-v1-0/
VM0040,https://verra.org/methodologies/vm0040-methodology-for-greenhouse-gas-capture-utilization-plastic-materials/
AR-ACM0003,https://cdm.unfccc.int/methodologies/DB/C9QS5G3CS8FW04MYYXDFOQDPXWM4OE
AR-AM0014,https://cdm.unfccc.int/methodologies/DB/KMH6O8T6RL3P5XKNBQE2N359QG7KOE
AR-AMS0003,https://cdm.unfccc.int/methodologies/DB/808WOYH6FWAXP3CQR4PXOLORGZBVRG
AR-AMS0007,https://cdm.unfccc.int/methodologies/DB/J6ZHLX1C3AEMSZ52PWIII6D2AOJZUB
ACM0001,https://cdm.unfccc.int/methodologies/DB/JPYB4DYQUXQPZLBDVPHA87479EMY9M
ACM0002,https://cdm.unfccc.int/methodologies/DB/HF3LP6O41YY0JIP1DK6ZRJO9RSCX3S
ACM0006,https://cdm.unfccc.int/methodologies/DB/2IE2L3F73E90999CBVWXZ8WL40J819
ACM0007,https://cdm.unfccc.int/methodologies/DB/UVVSD3V6CADRJXKIKGUCFWRH3SRTKA
ACM0012,https://cdm.unfccc.int/methodologies/DB/FXBXLVGFF4DLI5WC1PKFW7KBRW62QB
ACM0017,https://cdm.unfccc.int/methodologies/DB/PNBR5ULFIDLY3TMXUKGBP2ZRXRDTV2
ACM0018,https://cdm.unfccc.int/methodologies/DB/4HISH6FQZNGKPAHOA6YVN9DJ5J97T3
AM0001,https://cdm.unfccc.int/methodologies/DB/GAOZAY2DWIQHK71LJS027N6N4AV6SC
AM0007,https://cdm.unfccc.int/methodologies/DB/K1KJFCAOTST4BJOQM39CB445SF5ZP2
AM0009,https://cdm.unfccc.int/methodologies/DB/ET4NXMVXFQ5C2EJ5L1OF8YZIEVLVDA
AM0014,http://cdm.unfccc.int/methodologies/DB/4Q2FC4GMJTENJ0MQB90J31EVDDDW93
AM0017,https://cdm.unfccc.int/methodologies/DB/E8B6YV4LXC0UFS254Q070PF37XPTNG
AM0018,https://cdm.unfccc.int/methodologies/DB/7JODLE9VO380HKU4MYXUJ6D4TMG746
AM0019,https://cdm.unfccc.int/methodologies/DB/7FFSYZXS2CQHL2051XI5QBASYNZ2RF
AM0020,https://cdm.unfccc.int/methodologies/DB/TH0MTJC0KYJYYMQLL9B71Q9QJHOPZ9
AM0021,https://cdm.unfccc.int/methodologies/DB/PC4EBQSJUB9IV2FS9TMQV8DFM3X6MZ
AM0023,https://cdm.unfccc.int/methodologies/DB/PZN9ZCTGF3KHFH0W21NY0NYL6X5CIR
AM0025,https://cdm.unfccc.int/methodologies/DB/SU1HDJCPVB9QB8D54SGUARSQVLTJUG
AM0026,https://cdm.unfccc.int/methodologies/DB/OOI7OYUFZOXN07H7EDBA9GVHJ4GK20
AM0027,https://cdm.unfccc.int/methodologies/DB/J9LSA5SCVRH7079JYKCU4YDXJVXJO2
AM0028,https://cdm.unfccc.int/methodologies/DB/Y0S50SAZFK4FJOMZH2T7EN1I3HI8T0
AM0029,http://cdm.unfccc.int/methodologies/DB/WW4I82DG7LJUQE5E5YGT1NZE4PNS60
